Year Local,Month Local,Day Local,Hour Local,Year UTC,Month UTC,Day UTC,Hour UTC,Cavok Reported,Cloud Ceiling (m),Cloud Cover Fraction,Cloud Cover Fraction 1,Cloud Cover Fraction 2,Cloud Cover Fraction 3,Cloud Cover Fraction 4,Cloud Cover Fraction 5,Cloud Cover Fraction 6,Cloud Height (m) 1,Cloud Height (m) 2,Cloud Height (m) 3,Cloud Height (m) 4,Cloud Height (m) 5,Cloud Height (m) 6,Dew Point (C),Humidity Fraction,Precipitation One Hour (mm),Pressure Altimeter (mbar),Pressure Sea Level (mbar),Pressure Station (mbar),Snow Depth (cm),Temperature (C),Visibility (km),Weather Code 1,Weather Code 1/ Description,Weather Code 2,Weather Code 2/ Description,Weather Code 3,Weather Code 3/ Description,Weather Code 4,Weather Code 4/ Description,Weather Code 5,Weather Code 5/ Description,Weather Code 6,Weather Code 6/ Description,Weather Code Most Severe / Icon Code,Weather Code Most Severe,Weather Code Most Severe / Description,Wind Direction (degrees),Wind Gust (m/s),Wind Speed (m/s)
2013.0,1.0,1.0,0.0,2013.0,1.0,1.0,5.0,0,945,1,1,,,,,,945,,,,,,-5.6,0.7465,0,1017.6,1018.4,987.6,,-1.7,12.875,,,,,,,,,,,,,0,,,330,,3.1
2013.0,1.0,1.0,1.0,2013.0,1.0,1.0,6.0,0,945,1,1,,,,,,945,,,,,,-6.1,0.7456,0,1017.3,1018.3,987.2,,-2.2,12.875,,,,,,,,,,,,,0,,,320,,3.1
2013.0,1.0,1.0,2.0,2013.0,1.0,1.0,7.0,0,884,1,1,1,,,,,884,2286,,,,,-6.1,0.7456,0,1017.3,1018.1,987.2,,-2.2,14.484,,,,,,,,,,,,,0,,,330,,2.6
2013.0,1.0,1.0,3.0,2013.0,1.0,1.0,8.0,0,2286,1,1,,,,,,2286,,,,,,-6.7,0.7121,0,1017.6,1018.4,987.6,,-2.2,14.484,,,,,,,,,,,,,0,,,330,,2.6
2013.0,1.0,1.0,4.0,2013.0,1.0,1.0,9.0,0,2286,1,0.25,1,,,,,945,2286,,,,,-6.7,0.7445,0,1017.9,1018.8,987.9,,-2.8,16.093,,,,,,,,,,,,,0,,,340,,2.1
2013.0,1.0,1.0,5.0,2013.0,1.0,1.0,10.0,0,2438,1,0.25,1,,,,,1006,2438,,,,,-6.7,0.7445,0,1017.9,1018.9,987.9,,-2.8,16.093,,,,,,,,,,,,,0,,,280,,1.5
2013.0,1.0,1.0,6.0,2013.0,1.0,1.0,11.0,0,2896,1,0.5,1,,,,,975,2896,,,,,-7.2,0.7777,0,1017.6,1018.5,987.6,,-3.9,16.093,,,,,,,,,,,,,0,,,280,,1.5
2013.0,1.0,1.0,7.0,2013.0,1.0,1.0,12.0,0,1097,1,1,,,,,,1097,,,,,,-7.2,0.7777,0,1018.3,1019.4,988.2,,-3.9,16.093,,,,,,,,,,,,,0,,,260,,1.5
2013.0,1.0,1.0,8.0,2013.0,1.0,1.0,13.0,0,1158,1,1,,,,,,1158,,,,,,-7.8,0.8066,0,1019,1019.9,988.9,,-5,14.484,,,,,,,,,,,,,0,,,,,0
2013.0,1.0,1.0,9.0,2013.0,1.0,1.0,14.0,0,1219,1,1,,,,,,1219,,,,,,-7.8,0.8066,0,1020,1020.9,989.9,,-5,11.265,,,,,,,,,,,,,0,,,,,0
2013.0,1.0,1.0,10.0,2013.0,1.0,1.0,15.0,0,1219,1,0.5,1,,,,,579,1219,,,,,-8.3,0.6827,0,1020,1020.9,989.9,,-3.3,14.484,,,,,,,,,,,,,0,,,20,,4.1
2013.0,1.0,1.0,11.0,2013.0,1.0,1.0,16.0,0,884,0.9,0.25,0.9,0.9,,,,640,884,1219,,,,-10,0.6248,0,1019.6,1020.8,989.6,,-3.9,16.093,,,,,,,,,,,,,0,,,40,,4.6
2013.0,1.0,1.0,12.0,2013.0,1.0,1.0,17.0,0,823,0.9,0.9,,,,,,823,,,,,,-9.4,0.6263,0,1020,1020.9,989.9,,-3.3,16.093,,,,,,,,,,,,,0,,,50,,1.5
2013.0,1.0,1.0,13.0,2013.0,1.0,1.0,18.0,0,945,0.9,0.9,,,,,,945,,,,,,-9.4,0.5771,0,1020,1020.9,989.9,,-2.2,16.093,,,,,,,,,,,,,0,,,,,0
2013.0,1.0,1.0,14.0,2013.0,1.0,1.0,19.0,0,945,1,0.9,1,,,,,945,1219,,,,,-9.4,0.6034,0,1019,1020,988.9,,-2.8,16.093,,,,,,,,,,,,,0,,,,,0
2013.0,1.0,1.0,15.0,2013.0,1.0,1.0,20.0,0,1036,0.9,0.9,,,,,,1036,,,,,,-8.3,0.629,0,1019,1019.9,988.9,,-2.2,16.093,,,,,,,,,,,,,0,,,270,,4.1
2013.0,1.0,1.0,16.0,2013.0,1.0,1.0,21.0,0,1067,0.9,0.9,,,,,,1067,,,,,,-8.3,0.6577,0,1019,1020,988.9,,-2.8,16.093,,,,,,,,,,,,,0,,,270,,3.1
2013.0,1.0,1.0,17.0,2013.0,1.0,1.0,22.0,0,945,1,1,,,,,,945,,,,,,-7.8,0.6838,0,1019,1020,988.9,,-2.8,16.093,,,,,,,,,,,,,0,,,250,,3.6
2013.0,1.0,1.0,18.0,2013.0,1.0,1.0,23.0,0,945,1,1,,,,,,945,,,,,,-8.9,0.6514,0,1019,1020.1,988.9,,-3.3,16.093,,,,,,,,,,,,,0,,,300,,3.6
2013.0,1.0,1.0,19.0,2013.0,1.0,2.0,0.0,0,884,0.9,0.9,,,,,,884,,,,,,-9.4,0.66,0,1019.3,1020.5,989.2,,-4,16.093,,,,,,,,,,,,,0,,,320,,3.1
2013.0,1.0,1.0,20.0,2013.0,1.0,2.0,1.0,0,823,1,1,,,,,,823,,,,,,-8.9,0.7074,0,1020.3,1021.4,990.2,,-4.4,16.093,,,,,,,,,,,,,0,,,290,,4.1
2013.0,1.0,1.0,21.0,2013.0,1.0,2.0,2.0,0,,0,0,,,,,,,,,,,,-12.2,0.7338,0,1020.3,1021.7,990.2,,-8.3,16.093,,,,,,,,,,,,,0,,,290,,3.6
2013.0,1.0,1.0,22.0,2013.0,1.0,2.0,3.0,0,,0,0,,,,,,,,,,,,-11.7,0.764,0,1020,1021.3,989.9,,-8.3,16.093,,,,,,,,,,,,,0,,,270,,2.6
2013.0,1.0,1.0,23.0,2013.0,1.0,2.0,4.0,0,,0,0,,,,,,,,,,,,-12.2,0.7691,0,1019.6,1021,989.6,,-8.9,16.093,,,,,,,,,,,,,0,,,250,,1.5
2013.0,1.0,2.0,0.0,2013.0,1.0,2.0,5.0,0,,0.25,0.25,,,,,,853,,,,,,-13.3,0.8045,0,1020.3,1021.5,990.2,,-10.6,16.093,,,,,,,,,,,,,0,,,230,,2.1
2013.0,1.0,2.0,1.0,2013.0,1.0,2.0,6.0,0,,0,0,,,,,,,,,,,,-13.3,0.8373,0,1020,1021.3,989.9,,-11.1,16.093,,,,,,,,,,,,,0,,,240,,2.6
