Year Local,Month Local,Day Local,Hour Local,Year UTC,Month UTC,Day UTC,Hour UTC,Cavok Reported,Cloud Ceiling (m),Cloud Cover Fraction,Cloud Cover Fraction 1,Cloud Cover Fraction 2,Cloud Cover Fraction 3,Cloud Cover Fraction 4,Cloud Cover Fraction 5,Cloud Cover Fraction 6,Cloud Height (m) 1,Cloud Height (m) 2,Cloud Height (m) 3,Cloud Height (m) 4,Cloud Height (m) 5,Cloud Height (m) 6,Dew Point (C),Humidity Fraction,Precipitation One Hour (mm),Pressure Altimeter (mbar),Pressure Sea Level (mbar),Pressure Station (mbar),Snow Depth (cm),Temperature (C),Visibility (km),Weather Code 1,Weather Code 1/ Description,Weather Code 2,Weather Code 2/ Description,Weather Code 3,Weather Code 3/ Description,Weather Code 4,Weather Code 4/ Description,Weather Code 5,Weather Code 5/ Description,Weather Code 6,Weather Code 6/ Description,Weather Code Most Severe / Icon Code,Weather Code Most Severe,Weather Code Most Severe / Description,Wind Direction (degrees),Wind Gust (m/s),Wind Speed (m/s)
2014.0,1.0,1.0,0.0,2014.0,1.0,1.0,6.0,0,396,1,1,,,,,,396,,,,,,-9.1,0.7925,,1025.4,,1003.7,,-6.1,8.047,,,,,,,,,,,,,0,,,20,,3.1
2014.0,1.0,1.0,1.0,2014.0,1.0,1.0,7.0,0,457,1,1,,,,,,457,,,,,,-7.5,0.8447,,1025.1,,1003.4,,-5.3,4.023,,,,,,,,,,,,,0,,,20,,3.1
2014.0,1.0,1.0,2.0,2014.0,1.0,1.0,8.0,0,396,1,0.9,1,,,,,396,579,,,,,-7.5,0.795,,1024.7,,1003.1,,-4.5,16.093,,,,,,,,,,,,,0,,,30,,4.1
2014.0,1.0,1.0,3.0,2014.0,1.0,1.0,9.0,0,396,1,1,,,,,,396,,,,,,-7.6,0.8131,,1025.1,,1003.4,,-4.9,16.093,,,,,,,,,,,,,0,,,130,,2.1
2014.0,1.0,1.0,4.0,2014.0,1.0,1.0,10.0,0,457,1,1,,,,,,457,,,,,,-8.1,0.8311,,1024.4,,1002.7,,-5.7,16.093,,,,,,,,,,,,,0,,,110,,2.6
2014.0,1.0,1.0,5.0,2014.0,1.0,1.0,11.0,0,457,1,1,,,,,,457,,,,,,,,,1024.4,,1002.7,,,16.093,,,,,,,,,,,,,0,,,100,,3.6
2014.0,1.0,1.0,6.0,2014.0,1.0,1.0,12.0,0,457,1,1,,,,,,457,,,,,,,,,1024.7,,1003.1,,,16.093,,,,,,,,,,,,,0,,,90,,3.1
2014.0,1.0,1.0,7.0,2014.0,1.0,1.0,13.0,0,640,1,1,,,,,,640,,,,,,,,,1024.4,,1002.7,,,16.093,,,,,,,,,,,,,0,,,110,,3.1
2014.0,1.0,1.0,8.0,2014.0,1.0,1.0,14.0,0,640,1,1,,,,,,640,,,,,,,,,1024.7,,1003.1,,,16.093,,,,,,,,,,,,,0,,,70,,6.2
2014.0,1.0,1.0,9.0,2014.0,1.0,1.0,15.0,0,884,1,1,,,,,,884,,,,,,,,,1025.4,,1003.7,,,4.828,971,"light snow",,,,,,,,,,,7,971,"light snow",90,11.3,5.1
2014.0,1.0,1.0,10.0,2014.0,1.0,1.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2014.0,1.0,1.0,11.0,2014.0,1.0,1.0,17.0,0,366,1,0.9,1,,,,,366,884,,,,,,,,1024.7,,1003.1,,,8.047,910,"mist",,,,,,,,,,,15,910,"mist",80,,5.1
2014.0,1.0,1.0,12.0,2014.0,1.0,1.0,18.0,0,427,1,0.9,1,,,,,427,945,,,,,,,,1023.7,,1002.1,,,16.093,,,,,,,,,,,,,0,,,80,10.3,5.1
2014.0,1.0,1.0,13.0,2014.0,1.0,1.0,19.0,0,366,1,1,,,,,,366,,,,,,,,,1023.4,,1001.7,,,16.093,,,,,,,,,,,,,0,,,70,9.3,4.1
2014.0,1.0,1.0,14.0,2014.0,1.0,1.0,20.0,0,427,1,1,,,,,,427,,,,,,,,,1022.7,,1001.1,,,11.265,,,,,,,,,,,,,0,,,80,9.3,4.1
2014.0,1.0,1.0,15.0,2014.0,1.0,1.0,21.0,0,366,1,1,,,,,,366,,,,,,,,,1022.7,,1001.1,,,2.414,971,"light snow",,,,,,,,,,,7,971,"light snow",60,,4.6
2014.0,1.0,1.0,16.0,2014.0,1.0,1.0,22.0,0,366,1,1,,,,,,366,,,,,,,,,1022.7,,1001.1,,,2.414,971,"light snow",,,,,,,,,,,7,971,"light snow",60,7.7,5.1
2014.0,1.0,1.0,17.0,2014.0,1.0,1.0,23.0,0,396,1,1,,,,,,396,,,,,,,,,1022.7,,1001.1,,,2.414,971,"light snow",,,,,,,,,,,7,971,"light snow",60,,6.2
2014.0,1.0,1.0,18.0,2014.0,1.0,2.0,0.0,0,396,1,1,,,,,,396,,,,,,,,,1022.7,,1001.1,,,2.414,971,"light snow",,,,,,,,,,,7,971,"light snow",70,10.3,5.1
2014.0,1.0,1.0,19.0,2014.0,1.0,2.0,1.0,0,488,1,1,,,,,,488,,,,,,,,,1022.7,,1001.1,,,3.219,971,"light snow",,,,,,,,,,,7,971,"light snow",70,10.3,5.1
2014.0,1.0,1.0,20.0,2014.0,1.0,2.0,2.0,0,610,1,1,0.9,1,,,,610,518,1524,,,,-9.4,0.7981,,1022.4,,1000.7,,-6.5,4.828,971,"light snow",,,,,,,,,,,7,971,"light snow",60,10.3,5.1
2014.0,1.0,1.0,21.0,2014.0,1.0,2.0,3.0,0,427,1,0.9,1,,,,,427,1524,,,,,-9.5,0.7979,0.3,1022.4,,1000.7,,-6.6,6.437,,,,,,,,,,,,,0,,,60,7.7,5.7
2014.0,1.0,1.0,22.0,2014.0,1.0,2.0,4.0,0,427,1,0.9,1,,,,,427,610,,,,,-9.7,0.7915,0.3,1022,,1000.4,,-6.7,4.828,971,"light snow",,,,,,,,,,,7,971,"light snow",50,10.3,5.7
2014.0,1.0,1.0,23.0,2014.0,1.0,2.0,5.0,0,427,1,0.9,1,,,,,427,610,,,,,-10,0.7849,,1021.7,,1000.1,,-6.9,4.023,,,,,,,,,,,,,0,,,60,8.8,5.7
2014.0,1.0,2.0,0.0,2014.0,1.0,2.0,6.0,0,427,1,0.9,1,,,,,427,579,,,,,-10.2,0.7846,,1021,,999.4,,-7.1,4.828,,,,,,,,,,,,,0,,,60,8.2,6.2
2014.0,1.0,2.0,1.0,2014.0,1.0,2.0,7.0,0,396,1,1,0.9,1,,,,396,914,2134,,,,-9.9,0.7973,,1020.7,,999.1,,-7,4.023,,,,,,,,,,,,,0,,,60,9.8,7.2
2014.0,1.0,2.0,2.0,2014.0,1.0,2.0,8.0,0,488,1,1,1,,,,,488,579,,,,,-9.6,0.7916,,1020.3,,998.7,,-6.6,8.047,,,,,,,,,,,,,0,,,60,9.8,4.1
2014.0,1.0,2.0,3.0,2014.0,1.0,2.0,9.0,0,457,1,0.9,0.9,1,,,,457,579,1097,,,,-9.6,0.7856,,1020,,998.4,,-6.5,11.265,,,,,,,,,,,,,0,,,60,8.8,6.7
2014.0,1.0,2.0,4.0,2014.0,1.0,2.0,10.0,0,457,1,0.9,1,,,,,457,1036,,,,,-9.3,0.7921,,1019.3,,997.7,,-6.3,8.047,,,,,,,,,,,,,0,,,40,7.7,5.7
2014.0,1.0,2.0,5.0,2014.0,1.0,2.0,11.0,0,457,1,1,,,,,,457,,,,,,,,,1019.3,,997.7,,,8.047,971,"light snow",,,,,,,,,,,7,971,"light snow",60,,6.2
2014.0,1.0,2.0,6.0,2014.0,1.0,2.0,12.0,0,457,1,1,,,,,,457,,,,,,,,,1019.6,,998.1,,,4.828,971,"light snow",,,,,,,,,,,7,971,"light snow",60,11.3,6.2
2014.0,1.0,2.0,7.0,2014.0,1.0,2.0,13.0,0,457,1,1,,,,,,457,,,,,,,,,1020,,998.4,,,3.219,971,"light snow",,,,,,,,,,,7,971,"light snow",60,12.4,7.2
2014.0,1.0,2.0,8.0,2014.0,1.0,2.0,14.0,0,427,1,1,,,,,,427,,,,,,,,,1020.3,,998.7,,,3.219,971,"light snow",,,,,,,,,,,7,971,"light snow",50,11.3,6.2
2014.0,1.0,2.0,9.0,2014.0,1.0,2.0,15.0,0,274,1,1,,,,,,274,,,,,,,,,1020.7,,999.1,,,1.609,973,"snow",,,,,,,,,,,8,973,"snow",50,25,15
2014.0,1.0,2.0,10.0,2014.0,1.0,2.0,16.0,0,244,1,1,,,,,,244,,,,,,,,,1021.7,,1000.1,,,,973,"snow",,,,,,,,,,,8,973,"snow",40,12.9,7.7
2014.0,1.0,2.0,11.0,2014.0,1.0,2.0,17.0,0,183,1,1,,,,,,183,,,,,,,,,1022,,1000.4,,,,973,"snow",,,,,,,,,,,8,973,"snow",50,12.9,7.7
