Year Local,Month Local,Day Local,Hour Local,Year UTC,Month UTC,Day UTC,Hour UTC,Cavok Reported,Cloud Ceiling (m),Cloud Cover Fraction,Cloud Cover Fraction 1,Cloud Cover Fraction 2,Cloud Cover Fraction 3,Cloud Cover Fraction 4,Cloud Cover Fraction 5,Cloud Cover Fraction 6,Cloud Height (m) 1,Cloud Height (m) 2,Cloud Height (m) 3,Cloud Height (m) 4,Cloud Height (m) 5,Cloud Height (m) 6,Dew Point (C),Humidity Fraction,Precipitation One Hour (mm),Pressure Altimeter (mbar),Pressure Sea Level (mbar),Pressure Station (mbar),Snow Depth (cm),Temperature (C),Visibility (km),Weather Code 1,Weather Code 1/ Description,Weather Code 2,Weather Code 2/ Description,Weather Code 3,Weather Code 3/ Description,Weather Code 4,Weather Code 4/ Description,Weather Code 5,Weather Code 5/ Description,Weather Code 6,Weather Code 6/ Description,Weather Code Most Severe / Icon Code,Weather Code Most Severe,Weather Code Most Severe / Description,Wind Direction (degrees),Wind Gust (m/s),Wind Speed (m/s)
2012.0,1.0,1.0,0.0,2012.0,1.0,1.0,6.0,0,,0,0,,,,,,,,,,,,1.7,0.8554,0,1006.4,1007.1,978.7,,3.9,16.093,,,,,,,,,,,,,0,,,140,,4.1
2012.0,1.0,1.0,1.0,2012.0,1.0,1.0,7.0,0,,0,0,,,,,,,,,,,,1.7,0.8259,0,1004.4,1005,976.7,,4.4,16.093,,,,,,,,,,,,,0,,,160,,4.6
2012.0,1.0,1.0,2.0,2012.0,1.0,1.0,8.0,0,,0,0,,,,,,,,,,,,1.7,0.8259,0,1003.4,1004,975.7,,4.4,16.093,,,,,,,,,,,,,0,,,180,,3.6
2012.0,1.0,1.0,3.0,2012.0,1.0,1.0,9.0,0,,0,0,,,,,,,,,,,,1.7,0.792,0,1002,1002.6,974.4,,5,16.093,,,,,,,,,,,,,0,,,190,,5.1
2012.0,1.0,1.0,4.0,2012.0,1.0,1.0,10.0,0,,0,0,,,,,,,,,,,,2.2,0.8208,0,1001,1001.3,973.4,,5,16.093,,,,,,,,,,,,,0,,,190,,4.1
2012.0,1.0,1.0,5.0,2012.0,1.0,1.0,11.0,0,,0.25,0.25,,,,,,3658,,,,,,2.8,0.7937,0,1000.7,1001,973,,6.1,16.093,,,,,,,,,,,,,0,,,210,,6.2
2012.0,1.0,1.0,6.0,2012.0,1.0,1.0,12.0,0,640,0.9,0.9,,,,,,640,,,,,,2.2,0.7605,0,1001.4,1001.7,973.7,,6.1,16.093,,,,,,,,,,,,,0,,,240,15.4,10.3
2012.0,1.0,1.0,7.0,2012.0,1.0,1.0,13.0,0,518,1,1,,,,,,518,,,,,,2.2,0.8208,0,1002,1002.6,974.4,,5,16.093,,,,,,,,,,,,,0,,,240,13.4,8.8
2012.0,1.0,1.0,8.0,2012.0,1.0,1.0,14.0,0,457,1,1,,,,,,457,,,,,,2.8,0.8566,0,1003.4,1003.7,975.7,,5,16.093,,,,,,,,,,,,,0,,,260,11.8,9.3
2012.0,1.0,1.0,9.0,2012.0,1.0,1.0,15.0,0,366,1,0.9,1,,,,,366,518,,,,,1.1,0.8856,0.5,1005.8,1006.3,978,,2.8,8.047,,,,,,,,,,,,,0,,,300,16.5,11.3
